areakey,zonei,lat,lon,osgb36_east,osgb36_north,area
E02002485,2549,54.696613,-1.2266467,449838.34,533721.56,1795001.2
E02002487,2550,54.68981,-1.209762,450934.97,532976.9,1252837.2
E02002488,2551,54.68646,-1.2339021,449383.1,532586.7,1740376.8
E02002489,2552,54.682304,-1.2111775,450853.12,532140.5,1874051.2
E02002490,2553,54.67372,-1.2074581,451103.66,531188.3,1753878.2
E02002491,2554,54.67202,-1.2360069,449264.9,530978.75,2315124.2
E02002492,2555,54.654846,-1.2185547,450411.53,529080.5,4480003
E02002493,2556,54.644253,-1.19553,451910.34,527918.5,12337858
E02002494,2557,54.65991,-1.2411301,448949.12,529627.4,1536192.6
E02002496,2558,54.57825,-1.2309649,449704.22,520549.47,5751378
E02002497,2559,54.570732,-1.1984664,451814.16,519736.47,1715053.1
E02002498,2560,54.57125,-1.2462332,448725.75,519760.1,1130819.5
E02002499,2561,54.562233,-1.2012033,451647.97,518789,1866294.5
E02002500,2562,54.561943,-1.2370995,449327.4,518730.72,1066985.2
E02002501,2563,54.560593,-1.2247487,450127.62,518589.2,1182166
E02002502,2564,54.558296,-1.1804997,452991.7,518366.3,2267903.5
E02002503,2565,54.56039,-1.2653338,447503.7,518538.75,2431020.5
E02002504,2566,54.557644,-1.2503769,448474.06,518243.25,1676087.1
E02002505,2567,54.552437,-1.1995496,451767.3,517699.94,1194226.6
E02002506,2568,54.550907,-1.2225914,450279.03,517513.03,2079160.9
E02002507,2569,54.545685,-1.2450565,448832.38,516916.47,2027614.4
E02002508,2570,54.539097,-1.2434163,448946.34,516184.34,2645462.5
E02002509,2571,54.539917,-1.2149377,450787.7,516295.94,1266628.9
E02002510,2572,54.535286,-1.2662544,447473.3,515744.8,3287946.2
E02002512,2573,54.522526,-1.1945763,452127.03,514375.9,2381866.8
E02002513,2574,54.520805,-1.2497185,448560.34,514145.1,6450599.5
E02002514,2575,54.52077,-1.2122768,450983.66,514167.88,4086173.8
E02002515,2576,54.617348,-1.067864,460187.78,525027,1329277
E02002516,2577,54.610443,-1.0729653,459868.53,524254.47,1313667.1
E02002517,2578,54.599026,-1.1176165,457000.94,522946.97,33556872
E02002518,2579,54.60486,-1.0518674,461239.4,523651.3,2984993.8
E02002519,2580,54.598328,-1.0702988,460058.56,522908.53,1557917.5
E02002520,2581,54.585686,-1.0275133,462841.88,521539.4,12344466
E02002521,2582,54.58151,-0.9763134,466157.06,521121.97,3075414.2
E02002523,2583,54.57702,-1.1473597,455109.3,520474.7,2187397.8
E02002524,2584,54.57467,-0.93270713,468986.62,520402.66,7725265.5
E02002525,2585,54.56752,-1.1170435,457082,519442.12,4050883.5
E02002526,2586,54.5575,-0.9853493,465611.66,518442.12,13923622
E02002527,2587,54.560486,-0.9003048,471105.6,518857.16,4089278
E02002529,2588,54.549713,-1.1504655,454945.28,517434.34,2940484.8
E02002530,2589,54.528973,-0.9106005,470494.22,515340.6,76963960
E02002532,2590,54.549362,-1.0961078,458461.38,517439.22,20918070
E02002533,2591,54.529415,-1.0718514,460059.47,515240.3,2080624
E02002534,2592,54.527836,-1.0654565,460475.6,515070,43664528
E02002535,2593,54.623207,-1.2928352,445655.16,525509.5,3463200.2
E02002536,2594,54.611103,-1.2943095,445573.5,524161.5,2106279.5
E02002537,2595,54.60752,-1.2215073,450279.4,523812.72,27042008
E02002538,2596,54.589745,-1.2766204,446740.3,521797.1,6269798
E02002539,2597,54.571518,-1.384005,439819.66,519702.94,80301810
E02002540,2598,54.597054,-1.3188908,444001.22,522582.8,2474598.8
E02002541,2599,54.59114,-1.3081214,444703.4,521931.72,1815154.6
E02002542,2600,54.58709,-1.3353796,442946.5,521463.88,2004822.6
E02002543,2601,54.584988,-1.350749,441955.53,521221.16,2397023
E02002544,2602,54.57902,-1.2960268,445498.34,520591.1,2940489
E02002545,2603,54.576557,-1.3666121,440938.9,520273.53,2385680.5
E02002546,2604,54.571495,-1.3259557,443572.1,519735,1978043.5
E02002547,2605,54.569855,-1.3445005,442375,519540.94,1894200.1
E02002548,2606,54.55606,-1.3114271,444528.06,518026.62,8036431.5
E02002549,2607,54.56272,-1.3659449,440995.9,518734.4,3657710
E02002550,2608,54.555035,-1.3378086,442823.12,517896.1,2680544.5
E02002551,2609,54.557568,-1.2898192,445923.66,518208.12,3415701.2
E02002552,2610,54.546635,-1.2895155,445955.6,516992.03,1671043.6
E02002553,2611,54.54023,-1.3003957,445258.94,516272.3,1505850.5
E02002554,2612,54.52774,-1.2925136,445782.8,514887.97,3143132
E02002555,2613,54.522858,-1.355073,441739.5,514305.66,6969401.5
E02002556,2614,54.50506,-1.2812747,446535.88,512371.84,13390583
E02002557,2615,54.520668,-1.3226618,443839.47,514082.06,4307694.5
E02002558,2616,54.488342,-1.3380587,442876.78,510475.88,18078868
E02002559,2617,54.56803,-1.5677894,427941.78,519226.5,132469930
E02002560,2618,54.553307,-1.5504094,429075.84,517595.4,2060447.5
E02002561,2619,54.548077,-1.5216285,430941.1,517025.8,1469314.5
E02002562,2620,54.54219,-1.5497004,429129.62,516358.88,1242180.5
E02002563,2621,54.540688,-1.5252469,430712.6,516201.94,1561891.4
E02002564,2622,54.539024,-1.5809833,427108.06,515993.8,1964149.6
E02002565,2623,54.53466,-1.5662231,428065.94,515514.12,685387.9
E02002566,2624,54.529083,-1.5527111,428944.12,514899.22,1761775.4
E02002567,2625,54.52999,-1.52366,430823.3,515012.6,4108473.2
E02002568,2626,54.523716,-1.5692579,427877.03,514295.5,1555420.2
E02002569,2627,54.520775,-1.5850445,426857.28,513962,5059537.5
E02002570,2628,54.519497,-1.536548,429997.06,513839.25,1272505
E02002571,2629,54.51461,-1.5250884,430742.44,513300.53,1974704.8
E02002572,2630,54.51622,-1.5536482,428892.56,513467.72,1511777.9
E02002573,2631,54.49788,-1.4936008,432794.12,511453.25,38777492
E02002574,2632,53.390514,-2.7234287,351893.88,388384.16,4913158.5
E02002575,2633,53.3818,-2.749045,350180.3,387432.84,2411028.8
E02002576,2634,53.37172,-2.7065818,352993.44,386282.25,3314436
E02002577,2635,53.37402,-2.7701902,348764.6,386582.06,1403783.6
E02002578,2636,53.374317,-2.7347848,351120.2,386590.38,2353008.5
E02002579,2637,53.368874,-2.759144,349493.3,386001.62,1467866
E02002580,2638,53.36052,-2.7293482,351466.16,385051.9,3869493.8
E02002581,2639,53.346237,-2.7856982,347698.97,383502.94,13904414
E02002582,2640,53.33499,-2.6419034,357259.5,382156.16,21048718
E02002583,2641,53.343887,-2.691097,353993.6,383176.5,5288579.5
E02002584,2642,53.33648,-2.7168522,352270.8,382369.1,1563532
E02002585,2643,53.329025,-2.7422051,350574.2,381557.22,7205347.5
E02002586,2644,53.329403,-2.7065153,352951.28,381575.22,2452192.5
E02002587,2645,53.321526,-2.664344,355751.4,380672,2024631
E02002588,2646,53.32259,-2.6868129,354256,380804.53,1943675.6
E02002589,2647,53.31802,-2.712324,352551.88,380312.88,3931070.8
E02002590,2648,53.452084,-2.5305443,364770.97,395120.4,21810720
E02002591,2649,53.425217,-2.4816926,367994.6,392108.78,16036665
E02002592,2650,53.432156,-2.6266012,358373.25,392955.7,18382994
E02002593,2651,53.42592,-2.5267007,365004.72,392208.03,4448013
E02002594,2652,53.424553,-2.5028567,366587.88,392044.78,3662340.2
E02002595,2653,53.418793,-2.589633,360816.8,391448.3,2817877.2
E02002596,2654,53.416954,-2.55288,363257.6,391224.12,2734685.8
E02002597,2655,53.411087,-2.5705,362081.4,390580.7,1625369.1
E02002598,2656,53.408474,-2.645221,357112.47,390332.3,5754022.5
E02002599,2657,53.4046,-2.6249225,358457.9,389889.16,3398374.2
E02002600,2658,53.40411,-2.5820818,361305.28,389810.56,1842618.2
E02002601,2659,53.39985,-2.5576267,362927.25,389323.62,2876282.8
E02002602,2660,53.40332,-2.6039104,359853.47,389735.12,2611826.8
E02002603,2661,53.399334,-2.5215452,365325.62,389248.34,9088232
E02002604,2662,53.394505,-2.6580322,356246.6,388786.03,1680762
E02002605,2663,53.388523,-2.6296837,358125.62,388103.72,2368139.5
E02002606,2664,53.388134,-2.5784957,361529.28,388031.78,2731198.2
E02002607,2665,53.382744,-2.6037626,359843.94,387446.12,6383268
E02002608,2666,53.373886,-2.6617296,355979.5,386494.62,13497981
E02002609,2667,53.383575,-2.5583925,362862.2,387514,2468902.5
E02002610,2668,53.37902,-2.4714034,368644.3,386965.53,16855812
E02002611,2669,53.37442,-2.5466158,363637.62,386489.28,2853776.8
E02002612,2670,53.3689,-2.573235,361861.94,385889.12,2375568.2
E02002613,2671,53.35187,-2.5618272,362606,383988.88,25994194
E02002614,2672,53.35362,-2.5778532,361540.94,384191.84,6354206.5
E02002615,2673,53.76959,-2.4691746,369078.84,430412.25,4758310.5
E02002616,2674,53.76112,-2.5006182,366999.9,429484.2,2522618
E02002617,2675,53.75802,-2.4628181,369489.38,429122.38,1450102.1
E02002618,2676,53.75737,-2.482796,368171.88,429059.22,773678.1
E02002619,2677,53.748608,-2.4998915,367038.03,428092.16,1097895.8
E02002620,2678,53.745705,-2.4817743,368230.44,427760.75,2452408.8
E02002621,2679,53.746876,-2.4654038,369310.8,427883.78,1194107
E02002622,2680,53.745014,-2.4485288,370422.22,427669.6,2571728
E02002623,2681,53.736652,-2.495691,367305.72,426759.94,2052648
E02002624,2682,53.738625,-2.5314493,364948.84,426996.62,14225542
E02002625,2683,53.73004,-2.4617634,369538.7,426009.53,4983827.5
E02002626,2684,53.72843,-2.5079346,366491.62,425851.22,1883555.8
E02002627,2685,53.721508,-2.4855657,367962.03,425070.72,2926777.5
E02002628,2686,53.706787,-2.482435,368157.47,423431.8,3827724
E02002629,2687,53.699253,-2.4532964,370075.38,422581.12,1280405.2
E02002630,2688,53.693127,-2.479329,368352.22,421910.66,3611493.2
E02002631,2689,53.677933,-2.4607263,369569.53,420212.38,11094531
E02002632,2690,53.665718,-2.448981,370336.7,418848.44,74305230
E02002633,2691,53.869274,-3.0383375,331731.03,441899.84,1750727.1
E02002634,2692,53.85781,-3.0270286,332456.1,440613.4,2577776
E02002635,2693,53.8512,-3.045573,331225.66,439895.88,1917878.8
E02002636,2694,53.842876,-3.0274062,332407.2,438952.7,2629326.2
E02002637,2695,53.83449,-3.0374367,331733.66,438029.28,1209457.8
E02002638,2696,53.831097,-3.0508318,330846.66,437664.72,1182420
E02002639,2697,53.830994,-3.0177932,333020.66,437621.4,1131895.4
E02002640,2698,53.8258,-3.0414515,331455.3,437066.56,871272.9
E02002641,2699,53.8227,-3.0189588,332930.7,436700.2,2081415
E02002642,2700,53.81653,-3.0462954,331121.28,436039.7,1230651.1
E02002643,2701,53.811882,-3.0370553,331722,435513.94,800956
E02002644,2702,53.812122,-3.017701,332996.6,435522.38,3102635.2
E02002645,2703,53.802834,-3.0498219,330866.62,434519.9,1171712.6
E02002646,2704,53.802864,-3.0000753,334142.5,434475.72,3607551
E02002647,2705,53.800697,-3.0379834,331642.72,434270.6,1174192.1
E02002648,2706,53.7983,-3.0241072,332552.66,433990.8,1198879.1
E02002649,2707,53.789154,-3.0487623,330913.94,432997.1,1671368.4
E02002650,2708,53.784313,-3.0155268,333095.5,432426.47,4258078
E02002651,2709,53.783146,-3.040074,331476.44,432320.28,1313614.6
E02002652,2710,53.802845,-0.34202236,509179.16,435284.97,4147541.5
E02002653,2711,53.791527,-0.32622927,510248.75,434050.1,1909039.4
E02002654,2712,53.787853,-0.37906086,506778.44,433560.8,1265783.8
E02002655,2713,53.795113,-0.31140497,511215.62,434472.3,4109292.8
E02002656,2714,53.787304,-0.3570706,508228.3,433532.88,1095404.4
E02002657,2715,53.78634,-0.33909753,509414.7,433453.4,2027792.4
E02002658,2716,53.782505,-0.2995184,512032.03,433088.38,1589345.6
E02002659,2717,53.78071,-0.372433,507233.22,432776.22,2005092
E02002660,2718,53.77482,-0.25830466,514768.03,432299.3,1648511.2
E02002661,2719,53.77621,-0.27365306,513752.97,432429.53,2025348.6
E02002662,2720,53.776146,-0.28685212,512883.53,432401.1,1965184.5
E02002663,2721,53.773315,-0.35439986,508440.3,431981.06,2505963.5
E02002664,2722,53.77163,-0.30876362,511451.8,431864.4,1707494.5
E02002665,2723,53.76593,-0.37706634,506965.53,431125.28,2099070.8
E02002666,2724,53.764645,-0.3468499,508960.25,431028.1,1370338.2
E02002667,2725,53.76783,-0.3252248,510377.1,431415.78,3432129
E02002668,2726,53.76135,-0.27442554,513742.25,430774.97,1839905.6
E02002669,2727,53.76023,-0.36132345,508017.7,430515.2,1143581.8
E02002670,2728,53.760082,-0.3927806,505944.62,430451.16,2054383.9
E02002671,2729,53.749218,-0.2761017,513664.53,429423.06,7312111.5
E02002672,2730,53.757065,-0.25558865,514995.5,430329.03,2160348.5
E02002673,2731,53.75698,-0.3011373,511993.3,430246.7,888362.8
E02002674,2732,53.755405,-0.4101288,504812.8,429905.38,1246401.9
E02002675,2733,53.75551,-0.34477776,509120.47,430015.22,1945619.1
E02002676,2734,53.752327,-0.36936563,507507.78,429623.78,1266504.1
E02002677,2735,53.749027,-0.31768322,510923.62,429336.03,2558984.5
E02002678,2736,53.747707,-0.38346016,506590.3,429088.62,1125379.5
E02002679,2737,53.745663,-0.398475,505605.47,428838.84,1504257
E02002680,2738,53.743835,-0.3427247,509286.12,428719.84,3300243.2
E02002681,2739,53.735603,-0.36972526,507526.78,427762.97,3142035.5
E02002682,2740,53.73589,-0.38850373,506287.6,427766.4,2189811.5
E02002684,2741,54.12111,-0.22355434,516091.78,470875.6,53500120
E02002685,2742,54.115353,-0.12821871,522338.3,470395.62,16396409
E02002686,2743,54.085632,-0.22311294,516219.8,466929.94,6152079
E02002687,2744,54.088543,-0.19088693,518319.1,467306.9,1234267.5
E02002688,2745,54.08132,-0.19682518,517951.25,466493.94,978658.5
E02002689,2746,54.082825,-0.34853327,508024.56,466418.47,190742100
E02002691,2747,54.00498,-0.54789525,495162.66,457472.78,233344460
E02002692,2748,53.95934,-0.8729188,473944.22,452007.78,74057720
E02002693,2749,53.95277,-0.2710097,513448.34,452073.12,148272960
E02002694,2750,53.955956,-0.73330927,483109.84,451786.16,142865500
E02002695,2751,53.881718,-0.15002851,521592.06,444370.12,18124392
E02002696,2752,53.899494,-0.50860673,497984.22,445792.6,120385680
E02002697,2753,53.858345,-0.29551977,512092.8,441530.9,123561840
E02002698,2754,53.8537,-0.6555108,488429.78,440505.3,68710970
E02002699,2755,53.855335,-0.44080603,502546.38,440976.34,6866148.5
E02002700,2756,53.850655,-0.41173667,504469.75,440497.88,2197661.5
E02002701,2757,53.8442,-0.8247193,477318.62,439251,226750460
E02002702,2758,53.839355,-0.4195935,503981,439229.66,6243968.5
E02002703,2759,53.830387,-0.46071142,501297.53,438172.6,38550636
E02002704,2760,53.8131,-0.16907215,520537.53,436705.28,96772256
E02002705,2761,53.78117,-0.46335524,501242.1,432694.16,23412964
E02002706,2762,53.78946,-0.39199427,505922.47,433720,8232857.5
E02002707,2763,53.794716,-0.56498414,494516.22,434060.53,91588856
E02002708,2764,53.76938,-0.42060664,504087.53,431444.03,4365141.5
E02002709,2765,53.756927,-0.69606715,485960.22,429690.56,81079190
E02002710,2766,53.753967,-0.4337288,503260.62,429710.78,2270314.2
E02002711,2767,53.74961,-0.4560531,501799.47,429193.88,7933191
E02002712,2768,53.75528,-0.20956187,518034.38,430206,21042100
E02002714,2769,53.718636,-0.0768544,526892.5,426358.8,145299740
E02002715,2770,53.7413,-0.5511814,495546.5,428137.25,25769568
E02002716,2771,53.70868,-0.168799,520855.03,425091.03,37874244
E02002717,2772,53.728207,-0.43180573,503450.66,426847.88,2485154.2
E02002718,2773,53.730747,-0.49752998,499109.28,427037.16,15781238
E02002719,2774,53.72611,-0.44933948,502299.16,426589.34,3441213.2
E02002720,2775,53.738327,-0.90013295,472540,427393.88,19078194
E02002721,2776,53.717594,-0.7984148,479287.38,425196.25,94528040
E02002722,2777,53.676033,0.037825726,534594.25,421831.22,78960150
E02002723,2778,53.67918,-0.88873774,473394.38,420825.97,50094704
E02002724,2779,53.70073,-0.8695956,474620.47,423243.16,2604985.8
E02002725,2780,53.679005,-1.0090126,465451.25,420689.12,46271456
E02002726,2781,53.612663,-0.22448708,517446.75,414317.84,23299142
E02002727,2782,53.57436,-0.06494054,528115.2,410332.9,2139708.8
E02002728,2783,53.573082,-0.09039599,526433.8,410145.25,3644932
E02002729,2784,53.57706,-0.11981387,524474.6,410535.88,3876261.5
E02002730,2785,53.570274,-0.048141725,529239.7,409908.7,928311.7
E02002731,2786,53.56657,-0.060958862,528402.4,409473.56,549140.7
E02002732,2787,53.573048,-0.17062359,521122.62,410002.03,46844708
E02002733,2788,53.563805,-0.09646452,526059.7,409102.47,992826.9
E02002734,2789,53.564857,-0.11676655,524712.25,409184.12,1706611.5
E02002735,2790,53.563316,-0.035589896,530092.06,409157.75,964407
E02002736,2791,53.56107,-0.07229714,527668.2,408841.44,779183.1
E02002737,2792,53.555206,-0.058202628,528619.3,408214.53,3133794
E02002738,2793,53.558067,-0.13015528,523845.53,408405.5,1891271.2
E02002739,2794,53.553352,-0.032091744,530354.3,408055.97,903271.6
E02002740,2795,53.554276,-0.11136182,525101.3,408016.6,1406855.6
E02002741,2796,53.550797,-0.08490684,526863.9,407676.1,3415611.5
E02002742,2797,53.549706,-0.019002637,531232.56,407674.38,1732260.4
E02002743,2798,53.54834,-0.04153391,529744.3,407481.38,1734506.2
E02002744,2799,53.548515,-0.10556289,525502.44,407385.97,1456589.2
E02002745,2800,53.530018,-0.012011374,531756.75,405497.44,8668578
E02002746,2801,53.536514,-0.09578386,526185.94,406068.34,2806150.5
E02002747,2802,53.530987,-0.058371164,528681.6,405520.53,9011982
E02002748,2803,53.494637,-0.13654082,523607.22,401339.12,69958864
E02002749,2804,53.674114,-0.44186035,502919.3,420816.47,25628494
E02002750,2805,53.68473,-0.34435073,509332.06,422143.12,43650372
E02002751,2806,53.676548,-0.59562457,492758.06,420875.75,42074224
E02002752,2807,53.62417,-0.3305637,510400.56,415428.1,115003270
E02002753,2808,53.62705,-0.6821046,487148.47,415260.34,56753676
E02002754,2809,53.62039,-0.78371257,480442.4,414400.06,93235344
E02002755,2810,53.604855,-0.6460367,489580.38,412836.38,9806826
E02002756,2811,53.59294,-0.6566868,488900.78,411497.56,1575523.4
E02002757,2812,53.59048,-0.6733698,487801.84,411203.4,1872379.5
E02002758,2813,53.581387,-0.6161896,491605.75,410263.6,9756180
E02002759,2814,53.615402,-0.4753105,500850,414238.12,79723530
E02002760,2815,53.578712,-0.66778636,488195.88,409901.1,3038973
E02002761,2816,53.6004,-0.5615105,495182.44,412450.44,68077184
E02002762,2817,53.571724,-0.6517165,489274.4,409143.75,1413909.9
E02002763,2818,53.5673,-0.62505984,491048.84,408685.22,2279864.2
E02002764,2819,53.56596,-0.6761344,487669.62,408472.38,1746973.8
E02002765,2820,53.56384,-0.65475017,489090.12,408262.78,1353391.6
E02002766,2821,53.55852,-0.6381689,490199.47,407692.34,2096338.1
E02002767,2822,53.551216,-0.6777125,487595.56,406830.53,5986078.5
E02002768,2823,53.551105,-0.8320818,477369.94,406639.22,60534184
E02002769,2824,53.531864,-0.6295474,490827.53,404738.16,61610320
E02002770,2825,53.501087,-0.5239601,497895.88,401454.56,79930320
E02002771,2826,53.500126,-0.83822876,477055.22,400961.88,79165536
E02002772,2827,54.031563,-1.0281255,463651.66,459891.53,20608994
E02002773,2828,54.031773,-1.0722228,460763.34,459876.06,7929207.5
E02002774,2829,54.018444,-1.0934312,459393.34,458375.62,8616516
E02002775,2830,53.99496,-1.0690279,461026.44,455783.78,4345153
E02002776,2831,53.993084,-1.0415548,462830.1,455598.97,6226872.5
E02002777,2832,54.003674,-1.1163251,457914.03,456713.34,13612307
E02002778,2833,53.978348,-1.1104263,458336,453900.8,4114815
E02002779,2834,53.997967,-1.0080552,465018.47,456172.28,18229084
E02002780,2835,53.97409,-1.0859128,459949.6,453447.72,1103657.1
E02002781,2836,53.97027,-1.0701199,460990.9,453035.72,1701368.1
E02002782,2837,53.95789,-1.1706824,454411.28,451576.8,40293976
E02002783,2838,53.965385,-1.1251596,457387.66,452446.7,2669919
E02002784,2839,53.959747,-1.0792868,460404.88,451857.4,2530272.8
E02002785,2840,53.96488,-1.0212343,464205.5,452479.78,6562753
E02002786,2841,53.95712,-1.0508838,462272.16,451589.62,1459014.8
E02002787,2842,53.955437,-1.1168127,457948.97,451346.7,1732160
E02002788,2843,53.95649,-1.0991577,459105.84,451478.4,2150396
E02002789,2844,53.948887,-1.130961,457029.62,450606.72,1749464.1
E02002790,2845,53.947124,-1.0698072,461045.22,450461.28,2693508.8
E02002791,2846,53.94333,-0.96051115,468223.9,450138.94,46413620
E02002792,2847,53.93963,-1.0968302,459282.47,449604.7,3735297.8
E02002793,2848,53.93718,-1.1230826,457562.72,449310.5,3410191
E02002794,2849,53.91144,-1.0325882,463541.88,446524.72,50857912
E02002795,2850,53.907223,-1.1195228,457837.78,445980.8,19189702
E02002796,2851,52.958397,-1.4819939,434794.03,340199.06,3350239.8
E02002797,2852,52.94218,-1.4999532,433600.3,338386.88,3125726.8
E02002798,2853,52.94597,-1.4293131,438343.53,338843.6,2377855.2
E02002799,2854,52.941242,-1.4535737,436717.53,338305.25,2081440.2
E02002800,2855,52.94178,-1.4789755,435010.2,338352.2,3222052.8
E02002801,2856,52.934425,-1.431931,438177.8,337558.28,1597588.4
E02002802,2857,52.927856,-1.4531434,436757.78,336816.3,3017227.5
E02002803,2858,52.93169,-1.4778421,435094.53,337230.34,1931677.1
E02002804,2859,52.92643,-1.5200727,432260.12,336625.5,2095456.4
E02002805,2860,52.925625,-1.4023997,440170.62,336595.38,2230800
E02002806,2861,52.924736,-1.4982897,433725.66,336446.97,764770.94
E02002807,2862,52.922153,-1.4301026,438311.53,336194.25,2805149.2
E02002808,2863,52.919765,-1.4845462,434653.47,335900.8,2217682.5
E02002809,2864,52.91133,-1.4080911,439801.16,335002.34,5739030.5
E02002810,2865,52.916668,-1.5369292,431134.03,335532.38,2919265
E02002811,2866,52.91191,-1.4803716,434940.44,335029.22,997103.75
E02002812,2867,52.91242,-1.5049812,433285.28,335074.03,2542154
E02002813,2868,52.911457,-1.4684211,435744.38,334984.7,1852282.4
E02002814,2869,52.90396,-1.5388576,431013.47,334118.06,2137132
E02002815,2870,52.903446,-1.4822623,434820.1,334086.88,834212.56
E02002816,2871,52.90069,-1.5228677,432091.25,333760.9,3350656.5
E02002817,2872,52.898064,-1.5029365,433433.8,333478.25,1687248.5
E02002818,2873,52.8964,-1.4837126,434728.2,333302.34,1291995
E02002819,2874,52.904346,-1.4351753,437986.1,334210.75,5131463
E02002820,2875,52.895985,-1.4344119,438044.75,333281,1719605.1
E02002821,2876,52.894154,-1.4542686,436710.62,333067,2907523.2
E02002822,2877,52.88913,-1.5031387,433427.1,332484.4,1672340.4
E02002823,2878,52.88629,-1.4265122,438584.72,332206.94,1943445.1
E02002824,2879,52.882145,-1.4774253,435162.62,331719.97,5399760.5
E02002825,2880,52.875847,-1.4493432,437057.56,331033.38,2795836.5
E02002826,2881,52.872547,-1.4307129,438314.22,330676.1,2292272
E02002827,2882,52.677956,-1.1557432,457073.9,309214.5,4979381
E02002828,2883,52.6654,-1.0951194,461189.7,307868.16,3689222.2
E02002829,2884,52.665188,-1.137528,458322.28,307809.28,3071797.2
E02002830,2885,52.660347,-1.1664737,456371.16,307247.7,3914269.8
E02002831,2886,52.659435,-1.0990529,460932,307201.1,1250440
E02002832,2887,52.657887,-1.1188575,459594.72,307012.38,1339321.6
E02002833,2888,52.65484,-1.1091617,460254.66,306681.6,854956.6
E02002834,2889,52.648186,-1.1411561,458099.5,305915.16,3158427
E02002835,2890,52.6536,-1.0736394,462659.03,306573.9,3708462.2
E02002836,2891,52.647205,-1.115101,459863.38,305827.38,1172540.8
E02002837,2892,52.646816,-1.0966669,461110.94,305799.8,1123016.2
E02002838,2893,52.64469,-1.1672395,456339.5,305505.9,1834974
E02002839,2894,52.643604,-1.0661848,463177.66,305468.78,1450898.4
E02002842,2895,52.639782,-1.1486663,457602.47,304974.6,786501.75
E02002843,2896,52.638756,-1.10556,460520.47,304895.47,972139.4
E02002844,2897,52.637817,-1.1181743,459668.25,304780.56,964232.06
E02002845,2898,52.63284,-1.0824306,462093.8,304257.1,2225105.5
E02002846,2899,52.635056,-1.1773305,455669.06,304426.38,2763747
E02002847,2900,52.631516,-1.0956156,461203.4,304098.97,1385941.1
E02002848,2901,52.629738,-1.1104692,460200.7,303888.4,528076.3
E02002849,2902,52.63016,-1.1500663,457520.38,303903.16,1260371.4
E02002851,2903,52.625095,-1.0704116,462918.25,303406.38,3176366.5
E02002852,2904,52.62528,-1.1806731,455455.22,303336.25,2072956.8
E02002853,2905,52.622974,-1.09995,460921.97,303145.3,1408408.2
E02002854,2906,52.624546,-1.1657275,456467.72,303266.2,1485026
E02002855,2907,52.61753,-1.1533822,457312.47,302495.7,1491064.8
E02002856,2908,52.618534,-1.1172407,459757.7,302636.9,2589806.8
E02002857,2909,52.612843,-1.1388748,458300.78,301985.97,1545819.6
E02002858,2910,52.606705,-1.104852,460612.62,301331.28,2110479.8
E02002860,2911,52.60262,-1.1549163,457228.06,300836.1,3305857
E02002861,2912,52.596607,-1.133778,458667.5,300184.53,1630023
E02002862,2913,52.589134,-1.1500777,457573.38,299340.25,1363130.8
E02002863,2914,52.699646,-0.63434076,492274.88,312167.66,154124780
E02002864,2915,52.702656,-0.7662581,483356.12,312341.5,35854632
E02002865,2916,52.667126,-0.72671276,486097.7,308436.5,5377767.5
E02002866,2917,52.650158,-0.5442023,498476.25,306783.12,85423880
E02002867,2918,52.602997,-0.72155726,486572.8,301310.28,112964600
E02002868,2919,53.007706,-1.1734943,455452.22,345877.78,1574227.2
E02002869,2920,53.01017,-1.19843,453776.22,346132.75,2922334.2
E02002871,2921,53.00045,-1.1848416,454700.1,345061.84,1739153.1
E02002872,2922,52.997944,-1.2068758,453224.62,344766.7,2442582.8
E02002873,2923,52.996696,-1.1621809,456225.56,344661.8,1607604.1
E02002874,2924,52.990166,-1.1486537,457141.97,343946.44,1859899.5
E02002875,2925,52.988792,-1.1739954,455442.8,343773.78,1518188.5
E02002876,2926,52.982277,-1.1854804,454680.2,343040.22,2265006.2
E02002877,2927,52.981976,-1.1383815,457842.34,343043.4,1504343.5
E02002878,2928,52.981224,-1.2116135,452927.12,342903.53,1631583.8
E02002879,2929,52.97952,-1.1637772,456140.7,342750.1,1463155.9
E02002880,2930,52.976715,-1.2002537,453695.34,342410.16,1187534.2
E02002881,2931,52.975754,-1.2287354,451784.25,342282.47,1968945
E02002882,2932,52.97213,-1.1424673,457581.16,341944.9,2004323.5
E02002883,2933,52.971684,-1.1247784,458769.5,341909.75,1433070
E02002884,2934,52.970825,-1.1589189,456478.2,341786.72,630562.3
E02002885,2935,52.96787,-1.1705594,455700.34,341449.12,745309.1
E02002886,2936,52.96662,-1.1877619,454546.72,341296.8,2346564
E02002887,2937,52.966457,-1.211087,452980.53,341261.3,2130430
E02002888,2938,52.961674,-1.128586,458527.34,340793.38,1115261.5
E02002889,2939,52.961597,-1.1578239,456563.75,340761.38,1368459
E02002890,2940,52.95983,-1.1415759,457657.38,340577.88,1189800
E02002891,2941,52.95665,-1.1073983,459957.3,340251.75,2470572.2
E02002892,2942,52.95972,-1.2335918,451477.22,340495.6,1716369.6
E02002893,2943,52.95822,-1.1762235,455332.3,340371.38,1255865.8
E02002894,2944,52.95301,-1.206047,453335.53,339769.3,2943568.8
E02002895,2945,52.95256,-1.1607934,456376.06,339753.8,1160326.4
E02002896,2946,52.94882,-1.1129789,459593.22,339376.3,2917942.8
E02002897,2947,52.948395,-1.2245735,452096.56,339242.34,2599246.5
